"material_no","material_desc_rus","l3_product_category_code","l3_product_category_name"
76017396,"Product description 1994","191013","Category 07"
76017401,"Product description 1995","191018","Category 11"
76017423,"Product description 1996","191013","Category 07"
76017452,"Product description 1997","191110","Category 04"
76017453,"Product description 1998","191110","Category 04"
76017469,"Product description 1999","191123","Category 02"
76017470,"Product description 2000","191110","Category 04"
76017491,"Product description 2001","191123","Category 02"
76017492,"Product description 2002","191123","Category 02"
76017495,"Product description 2003","191123","Category 02"
76017509,"Product description 2004","191017","Category 10"
76017512,"Product description 2005","191110","Category 04"
76017515,"Product description 2006","191110","Category 04"
76017518,"Product description 2007","191014","Category 12"
76017560,"Product description 2008","191123","Category 02"
76017561,"Product description 2009","191123","Category 02"
76017563,"Product description 2010","191123","Category 02"
76017566,"Product description 2011","191123","Category 02"
76017572,"Product description 2012","191018","Category 11"
76017573,"Product description 2013","191123","Category 02"
76017574,"Product description 2014","191123","Category 02"
76017613,"Product description 2015","191017","Category 10"
76017614,"Product description 2016","191017","Category 10"
76017628,"Product description 2017","191013","Category 07"
76017664,"Product description 2018","191018","Category 11"
76017666,"Product description 2019","191013","Category 07"
76017691,"Product description 2020","191017","Category 10"
76017695,"Product description 2021","191018","Category 11"
76017706,"Product description 2022","191018","Category 11"
76017707,"Product description 2023","191018","Category 11"
76017721,"Product description 2024","191018","Category 11"
76017722,"Product description 2025","191018","Category 11"
76017768,"Product description 2026","191013","Category 07"
76017780,"Product description 2027","191018","Category 11"
76017846,"Product description 2028","191110","Category 04"
76017861,"Product description 2029","191013","Category 07"
76017865,"Product description 2030","191018","Category 11"
76017902,"Product description 2031","191110","Category 04"
76017903,"Product description 2032","191110","Category 04"
76017904,"Product description 2033","191110","Category 04"
76017963,"Product description 2034","191018","Category 11"
76018029,"Product description 2035","191017","Category 10"
76018040,"Product description 2036","191018","Category 11"
76018056,"Product description 2037","191018","Category 11"
76018068,"Product description 2038","191013","Category 07"
76018069,"Product description 2039","191013","Category 07"
76018136,"Product description 2040","191018","Category 11"
76018149,"Product description 2041","191018","Category 11"
76018160,"Product description 2042","191017","Category 10"
76018168,"Product description 2043","191013","Category 07"
76018169,"Product description 2044","191013","Category 07"
76018173,"Product description 2045","191013","Category 07"
76018174,"Product description 2046","191013","Category 07"
76018184,"Product description 2047","191110","Category 04"
76018185,"Product description 2048","191013","Category 07"
76018186,"Product description 2049","191013","Category 07"
76018187,"Product description 2050","191013","Category 07"
76018188,"Product description 2051","191013","Category 07"
76018189,"Product description 2052","191013","Category 07"
76018223,"Product description 2053","191018","Category 11"
76018227,"Product description 2054","191013","Category 07"
76018273,"Product description 2055","191018","Category 11"
76018274,"Product description 2056","191018","Category 11"
76018288,"Product description 2057","191018","Category 11"
76018301,"Product description 2058","191018","Category 11"
76018307,"Product description 2059","191014","Category 12"
76018310,"Product description 2060","191013","Category 07"
76018311,"Product description 2061","191013","Category 07"
76018312,"Product description 2062","191013","Category 07"
76018313,"Product description 2063","191013","Category 07"
76018314,"Product description 2064","191013","Category 07"
76018329,"Product description 2065","191110","Category 04"
76018333,"Product description 2066","191018","Category 11"
76018334,"Product description 2067","191018","Category 11"
76018342,"Product description 2068","191017","Category 10"
76018343,"Product description 2069","191013","Category 07"
76018348,"Product description 2070","191013","Category 07"
76018350,"Product description 2071","191017","Category 10"
76018358,"Product description 2072","191015","Category 14"
76018359,"Product description 2073","191018","Category 11"
76018369,"Product description 2074","191013","Category 07"
76018375,"Product description 2075","191110","Category 04"
76018376,"Product description 2076","191018","Category 11"
76018378,"Product description 2077","191018","Category 11"
76018379,"Product description 2078","191018","Category 11"
76018381,"Product description 2079","191110","Category 04"
76018383,"Product description 2080","191110","Category 04"
76018384,"Product description 2081","191110","Category 04"
76018393,"Product description 2082","191110","Category 04"
76018394,"Product description 2083","191013","Category 07"
76018405,"Product description 2084","191013","Category 07"
76018406,"Product description 2085","191013","Category 07"
76018410,"Product description 2086","191018","Category 11"
76018411,"Product description 2087","191018","Category 11"
76018425,"Product description 2088","191013","Category 07"
76018473,"Product description 2089","191018","Category 11"
76018520,"Product description 2090","191018","Category 11"
76018536,"Product description 2091","191013","Category 07"
76018537,"Product description 2092","191013","Category 07"
76018621,"Product description 2093","191018","Category 11"
76018622,"Product description 2094","191018","Category 11"
76018792,"Product description 2095","191013","Category 07"
79000015,"Product description 2096","191013","Category 07"
79000022,"Product description 2097","191013","Category 07"
79000025,"Product description 2098","191013","Category 07"
79000034,"Product description 2099","191018","Category 11"
79000037,"Product description 2100","191013","Category 07"
79000050,"Product description 2101","191020","Category 05"
79000051,"Product description 2102","191020","Category 05"
79000052,"Product description 2103","191020","Category 05"
79000053,"Product description 2104","191020","Category 05"
79000056,"Product description 2105","191020","Category 05"
79000057,"Product description 2106","191020","Category 05"
79000058,"Product description 2107","191020","Category 05"
79000059,"Product description 2108","191020","Category 05"
79000060,"Product description 2109","191020","Category 05"
79000062,"Product description 2110","191018","Category 11"
79000071,"Product description 2111","191018","Category 11"
79000072,"Product description 2112","191018","Category 11"
79000075,"Product description 2113","191018","Category 11"
79000076,"Product description 2114","191018","Category 11"
79000077,"Product description 2115","191018","Category 11"
79000078,"Product description 2116","191018","Category 11"
79000079,"Product description 2117","191018","Category 11"
79000082,"Product description 2118","191018","Category 11"
79000086,"Product description 2119","191018","Category 11"
79000087,"Product description 2120","191018","Category 11"
79000111,"Product description 2121","191013","Category 07"
79000112,"Product description 2122","191018","Category 11"
79000113,"Product description 2123","191018","Category 11"
79000114,"Product description 2124","191018","Category 11"
79000115,"Product description 2125","191018","Category 11"
79000116,"Product description 2126","191018","Category 11"
79000117,"Product description 2127","191018","Category 11"
79000118,"Product description 2128","191013","Category 07"
79000119,"Product description 2129","191018","Category 11"
79000120,"Product description 2130","191013","Category 07"
79000124,"Product description 2131","191018","Category 11"
79000125,"Product description 2132","191018","Category 11"
79000131,"Product description 2133","191018","Category 11"
79000132,"Product description 2134","191013","Category 07"
79000133,"Product description 2135","191013","Category 07"
79000136,"Product description 2136","191018","Category 11"
79000148,"Product description 2137","191013","Category 07"
79000149,"Product description 2138","191013","Category 07"
79000151,"Product description 2139","191018","Category 11"
79000157,"Product description 2140","191013","Category 07"
79000158,"Product description 2141","191018","Category 11"
79000159,"Product description 2142","191018","Category 11"
79000160,"Product description 2143","191018","Category 11"
79000161,"Product description 2144","191017","Category 10"
79000163,"Product description 2145","191018","Category 11"
79000164,"Product description 2146","191018","Category 11"
79000165,"Product description 2147","191018","Category 11"
79000178,"Product description 2148","191013","Category 07"
79000179,"Product description 2149","191013","Category 07"
79000180,"Product description 2150","191018","Category 11"
79000181,"Product description 2151","191018","Category 11"
79000182,"Product description 2152","191018","Category 11"
79000183,"Product description 2153","191018","Category 11"
79000187,"Product description 2154","191013","Category 07"
79000188,"Product description 2155","191013","Category 07"
79000196,"Product description 2156","191018","Category 11"
79000197,"Product description 2157","191018","Category 11"
79000198,"Product description 2158","191018","Category 11"
79000210,"Product description 2159","191018","Category 11"
79000211,"Product description 2160","191018","Category 11"
79000212,"Product description 2161","191018","Category 11"
79000213,"Product description 2162","191018","Category 11"
79000214,"Product description 2163","191013","Category 07"
79000215,"Product description 2164","191013","Category 07"
79000216,"Product description 2165","191013","Category 07"
79000217,"Product description 2166","191013","Category 07"
79000218,"Product description 2167","191013","Category 07"
79000219,"Product description 2168","191013","Category 07"
79000220,"Product description 2169","191013","Category 07"
79000226,"Product description 2170","191018","Category 11"
79000233,"Product description 2171","191013","Category 07"
79000235,"Product description 2172","191110","Category 04"
79000236,"Product description 2173","191110","Category 04"
79000237,"Product description 2174","191110","Category 04"
79000239,"Product description 2175","191018","Category 11"
79000259,"Product description 2176","191020","Category 05"
79000263,"Product description 2177","191110","Category 04"
79000264,"Product description 2178","191110","Category 04"
79000265,"Product description 2179","191110","Category 04"
79000266,"Product description 2180","191110","Category 04"
79000267,"Product description 2181","191110","Category 04"
79000270,"Product description 2182","191110","Category 04"
79000271,"Product description 2183","191110","Category 04"
79000272,"Product description 2184","191110","Category 04"
79000273,"Product description 2185","191110","Category 04"
79000274,"Product description 2186","191110","Category 04"
79000275,"Product description 2187","191110","Category 04"
79000276,"Product description 2188","191110","Category 04"
79000277,"Product description 2189","191110","Category 04"
79000278,"Product description 2190","191110","Category 04"
79000279,"Product description 2191","191110","Category 04"
79000280,"Product description 2192","191110","Category 04"
79000281,"Product description 2193","191110","Category 04"
79000282,"Product description 2194","191110","Category 04"
79000283,"Product description 2195","191110","Category 04"
79000284,"Product description 2196","191110","Category 04"
79000285,"Product description 2197","191110","Category 04"
79000286,"Product description 2198","191110","Category 04"
79000287,"Product description 2199","191110","Category 04"
79000288,"Product description 2200","191110","Category 04"
79000289,"Product description 2201","191110","Category 04"
79000291,"Product description 2202","191110","Category 04"
79000300,"Product description 2203","191013","Category 07"
79000306,"Product description 2204","191013","Category 07"
79000309,"Product description 2205","191018","Category 11"
79000310,"Product description 2206","191018","Category 11"
79000311,"Product description 2207","191018","Category 11"
79000312,"Product description 2208","191018","Category 11"
79000313,"Product description 2209","191018","Category 11"
79000315,"Product description 2210","191018","Category 11"
79000316,"Product description 2211","191018","Category 11"
79000317,"Product description 2212","191018","Category 11"
79000318,"Product description 2213","191018","Category 11"
79000323,"Product description 2214","191111","Category 06"
79000324,"Product description 2215","191111","Category 06"
79000325,"Product description 2216","191111","Category 06"
79000326,"Product description 2217","191111","Category 06"
79000327,"Product description 2218","191014","Category 12"
79000328,"Product description 2219","191014","Category 12"
79000351,"Product description 2220","191014","Category 12"
79000354,"Product description 2221","191014","Category 12"
79000358,"Product description 2222","191014","Category 12"
79000360,"Product description 2223","191014","Category 12"
79000363,"Product description 2224","191013","Category 07"
79000368,"Product description 2225","191014","Category 12"
79000370,"Product description 2226","191014","Category 12"
79000371,"Product description 2227","191014","Category 12"
79000376,"Product description 2228","191018","Category 11"
79000377,"Product description 2229","191018","Category 11"
79000467,"Product description 2230","191111","Category 06"
79000468,"Product description 2231","191111","Category 06"
79000469,"Product description 2232","191111","Category 06"
79000470,"Product description 2233","191111","Category 06"
79000471,"Product description 2234","191018","Category 11"
79000472,"Product description 2235","191018","Category 11"
79004078,"Product description 2236","191017","Category 10"
76018877,"Product description 2237","191110","Category 04"
76018878,"Product description 2238","191110","Category 04"
76018883,"Product description 2239","191110","Category 04"
76018884,"Product description 2240","191110","Category 04"
76018885,"Product description 2241","191110","Category 04"
76018892,"Product description 2242","191018","Category 11"
76018897,"Product description 2243","191110","Category 04"
